anchor,positive,negative
dev_queries/Q02364.jpg,references/R242384.jpg,train/T067110.jpg
references/R442407.jpg,dev_queries/Q46364.jpg,train/T075869.jpg
dev_queries/Q17522.jpg,references/R288840.jpg,train/T092533.jpg
references/R143580.jpg,dev_queries/Q33607.jpg,train/T084992.jpg
dev_queries/Q49683.jpg,references/R835483.jpg,train/T071979.jpg
references/R115656.jpg,dev_queries/Q39361.jpg,train/T046408.jpg
references/R406365.jpg,dev_queries/Q26558.jpg,train/T012003.jpg
dev_queries/Q28087.jpg,references/R661283.jpg,train/T008699.jpg
references/R515418.jpg,dev_queries/Q44997.jpg,train/T052410.jpg
dev_queries/Q26639.jpg,references/R559512.jpg,train/T042999.jpg
references/R310260.jpg,dev_queries/Q25539.jpg,train/T011717.jpg
references/R002499.jpg,dev_queries/Q28374.jpg,train/T055510.jpg
references/R935137.jpg,dev_queries/Q45706.jpg,train/T098303.jpg
dev_queries/Q32954.jpg,references/R241189.jpg,train/T017929.jpg
dev_queries/Q38092.jpg,references/R410005.jpg,train/T057011.jpg
references/R455888.jpg,dev_queries/Q48860.jpg,train/T018387.jpg
references/R742753.jpg,dev_queries/Q31151.jpg,train/T007317.jpg
references/R804903.jpg,dev_queries/Q27229.jpg,train/T017859.jpg
dev_queries/Q25373.jpg,references/R442694.jpg,train/T096454.jpg
references/R569881.jpg,dev_queries/Q49895.jpg,train/T039059.jpg
references/R266641.jpg,dev_queries/Q31334.jpg,train/T095063.jpg
references/R675081.jpg,dev_queries/Q44910.jpg,train/T008959.jpg
dev_queries/Q19556.jpg,references/R218643.jpg,train/T008458.jpg
dev_queries/Q40055.jpg,references/R035917.jpg,train/T009032.jpg
references/R043507.jpg,dev_queries/Q01663.jpg,train/T052324.jpg
references/R615382.jpg,dev_queries/Q01768.jpg,train/T018405.jpg
references/R771205.jpg,dev_queries/Q42129.jpg,train/T092845.jpg
references/R785215.jpg,dev_queries/Q45642.jpg,train/T059108.jpg
references/R374085.jpg,dev_queries/Q35559.jpg,train/T070123.jpg
dev_queries/Q45952.jpg,references/R224185.jpg,train/T070279.jpg
references/R022690.jpg,dev_queries/Q37489.jpg,train/T068149.jpg
references/R834357.jpg,dev_queries/Q11331.jpg,train/T005333.jpg
dev_queries/Q49337.jpg,references/R763579.jpg,train/T039962.jpg
dev_queries/Q38876.jpg,references/R282652.jpg,train/T049847.jpg
references/R237606.jpg,dev_queries/Q32805.jpg,train/T029014.jpg
references/R023167.jpg,dev_queries/Q42382.jpg,train/T089068.jpg
dev_queries/Q09003.jpg,references/R214351.jpg,train/T061903.jpg
references/R442960.jpg,dev_queries/Q31300.jpg,train/T097106.jpg
references/R131146.jpg,dev_queries/Q26970.jpg,train/T054385.jpg
references/R223157.jpg,dev_queries/Q02390.jpg,train/T012882.jpg
dev_queries/Q30844.jpg,references/R323361.jpg,train/T035419.jpg
dev_queries/Q35082.jpg,references/R803413.jpg,train/T035094.jpg
dev_queries/Q34072.jpg,references/R843059.jpg,train/T104031.jpg
dev_queries/Q38304.jpg,references/R654872.jpg,train/T051276.jpg
references/R161581.jpg,dev_queries/Q37073.jpg,train/T094459.jpg
dev_queries/Q00089.jpg,references/R358261.jpg,train/T081191.jpg
dev_queries/Q48945.jpg,references/R213069.jpg,train/T013923.jpg
references/R195248.jpg,dev_queries/Q27489.jpg,train/T067407.jpg
dev_queries/Q40381.jpg,references/R167272.jpg,train/T037801.jpg
references/R829103.jpg,dev_queries/Q38259.jpg,train/T008104.jpg
dev_queries/Q26435.jpg,references/R923415.jpg,train/T086457.jpg
references/R183095.jpg,dev_queries/Q40506.jpg,train/T029837.jpg
dev_queries/Q38330.jpg,references/R475970.jpg,train/T053139.jpg
references/R193417.jpg,dev_queries/Q13689.jpg,train/T026879.jpg
dev_queries/Q37048.jpg,references/R335284.jpg,train/T047334.jpg
references/R035917.jpg,dev_queries/Q40055.jpg,train/T048946.jpg
dev_queries/Q11944.jpg,references/R790744.jpg,train/T009771.jpg
references/R133853.jpg,dev_queries/Q27292.jpg,train/T089641.jpg
references/R815002.jpg,dev_queries/Q25061.jpg,train/T038034.jpg
dev_queries/Q42946.jpg,references/R446201.jpg,train/T089172.jpg
dev_queries/Q02664.jpg,references/R903201.jpg,train/T006763.jpg
references/R032038.jpg,dev_queries/Q49112.jpg,train/T041708.jpg
dev_queries/Q32246.jpg,references/R505883.jpg,train/T021296.jpg
references/R061215.jpg,dev_queries/Q31375.jpg,train/T068948.jpg
dev_queries/Q44589.jpg,references/R543137.jpg,train/T032587.jpg
dev_queries/Q48185.jpg,references/R851763.jpg,train/T099610.jpg
dev_queries/Q08288.jpg,references/R963157.jpg,train/T013103.jpg
references/R073627.jpg,dev_queries/Q43992.jpg,train/T005188.jpg
references/R318473.jpg,dev_queries/Q48132.jpg,train/T082593.jpg
dev_queries/Q31110.jpg,references/R638511.jpg,train/T027313.jpg
dev_queries/Q49938.jpg,references/R349565.jpg,train/T003217.jpg
dev_queries/Q45315.jpg,references/R501096.jpg,train/T048796.jpg
references/R934602.jpg,dev_queries/Q48618.jpg,train/T073062.jpg
dev_queries/Q42454.jpg,references/R848402.jpg,train/T073775.jpg
references/R074709.jpg,dev_queries/Q42289.jpg,train/T016267.jpg
dev_queries/Q19027.jpg,references/R384217.jpg,train/T018571.jpg
dev_queries/Q25373.jpg,references/R442694.jpg,train/T058543.jpg
references/R365631.jpg,dev_queries/Q34528.jpg,train/T089394.jpg
dev_queries/Q30791.jpg,references/R576594.jpg,train/T092679.jpg
references/R828969.jpg,dev_queries/Q44062.jpg,train/T079375.jpg
dev_queries/Q44384.jpg,references/R916367.jpg,train/T023426.jpg
references/R034250.jpg,dev_queries/Q44272.jpg,train/T095747.jpg
references/R919755.jpg,dev_queries/Q27298.jpg,train/T054558.jpg
dev_queries/Q19204.jpg,references/R093986.jpg,train/T061312.jpg
references/R808924.jpg,dev_queries/Q10179.jpg,train/T036924.jpg
dev_queries/Q13401.jpg,references/R115008.jpg,train/T049143.jpg
dev_queries/Q35313.jpg,references/R222863.jpg,train/T029029.jpg
dev_queries/Q21530.jpg,references/R623826.jpg,train/T042724.jpg
references/R526229.jpg,dev_queries/Q26674.jpg,train/T044739.jpg
dev_queries/Q44916.jpg,references/R522749.jpg,train/T061511.jpg
references/R842636.jpg,dev_queries/Q39401.jpg,train/T017558.jpg
references/R624423.jpg,dev_queries/Q29824.jpg,train/T060811.jpg
dev_queries/Q33168.jpg,references/R644367.jpg,train/T065388.jpg
dev_queries/Q41382.jpg,references/R885880.jpg,train/T100946.jpg
dev_queries/Q42096.jpg,references/R847699.jpg,train/T056470.jpg
references/R579192.jpg,dev_queries/Q42592.jpg,train/T018433.jpg
dev_queries/Q13623.jpg,references/R228249.jpg,train/T095654.jpg
dev_queries/Q35285.jpg,references/R042133.jpg,train/T002407.jpg
dev_queries/Q19209.jpg,references/R875901.jpg,train/T022598.jpg
references/R148060.jpg,dev_queries/Q22759.jpg,train/T028726.jpg
references/R908451.jpg,dev_queries/Q43941.jpg,train/T001624.jpg
dev_queries/Q37503.jpg,references/R430449.jpg,train/T057317.jpg
dev_queries/Q45216.jpg,references/R933917.jpg,train/T051728.jpg
dev_queries/Q38551.jpg,references/R314834.jpg,train/T035821.jpg
references/R478639.jpg,dev_queries/Q42983.jpg,train/T028628.jpg
dev_queries/Q06764.jpg,references/R107943.jpg,train/T054328.jpg
references/R403838.jpg,dev_queries/Q26517.jpg,train/T098725.jpg
references/R583069.jpg,dev_queries/Q32902.jpg,train/T098984.jpg
dev_queries/Q23539.jpg,references/R297040.jpg,train/T038016.jpg
references/R100729.jpg,dev_queries/Q39815.jpg,train/T044392.jpg
dev_queries/Q18655.jpg,references/R501570.jpg,train/T074282.jpg
dev_queries/Q30791.jpg,references/R576594.jpg,train/T097701.jpg
dev_queries/Q06505.jpg,references/R425356.jpg,train/T066303.jpg
references/R881253.jpg,dev_queries/Q03520.jpg,train/T051546.jpg
dev_queries/Q46350.jpg,references/R609080.jpg,train/T020165.jpg
dev_queries/Q19292.jpg,references/R252341.jpg,train/T011548.jpg
dev_queries/Q41714.jpg,references/R175957.jpg,train/T061325.jpg
dev_queries/Q43724.jpg,references/R176800.jpg,train/T071987.jpg
references/R676764.jpg,dev_queries/Q46995.jpg,train/T084438.jpg
dev_queries/Q25811.jpg,references/R396246.jpg,train/T092804.jpg
references/R427221.jpg,dev_queries/Q25750.jpg,train/T094062.jpg
references/R500082.jpg,dev_queries/Q39949.jpg,train/T026579.jpg
dev_queries/Q29323.jpg,references/R773951.jpg,train/T020616.jpg
dev_queries/Q39743.jpg,references/R887648.jpg,train/T086478.jpg
references/R442694.jpg,dev_queries/Q25373.jpg,train/T080332.jpg
references/R359080.jpg,dev_queries/Q39848.jpg,train/T080747.jpg
references/R427442.jpg,dev_queries/Q27788.jpg,train/T066862.jpg
references/R338310.jpg,dev_queries/Q32316.jpg,train/T062188.jpg
dev_queries/Q27093.jpg,references/R400883.jpg,train/T050075.jpg
references/R385032.jpg,dev_queries/Q18236.jpg,train/T054493.jpg
references/R991575.jpg,dev_queries/Q48880.jpg,train/T079585.jpg
references/R780505.jpg,dev_queries/Q31810.jpg,train/T059725.jpg
references/R433512.jpg,dev_queries/Q31689.jpg,train/T053867.jpg
dev_queries/Q37097.jpg,references/R923991.jpg,train/T024879.jpg
dev_queries/Q41741.jpg,references/R250139.jpg,train/T024671.jpg
references/R259777.jpg,dev_queries/Q26038.jpg,train/T054277.jpg
references/R558214.jpg,dev_queries/Q45877.jpg,train/T068439.jpg
dev_queries/Q32902.jpg,references/R583069.jpg,train/T012635.jpg
dev_queries/Q41690.jpg,references/R118414.jpg,train/T035267.jpg
dev_queries/Q11331.jpg,references/R834357.jpg,train/T066563.jpg
references/R246996.jpg,dev_queries/Q48818.jpg,train/T039191.jpg
references/R312697.jpg,dev_queries/Q26986.jpg,train/T023004.jpg
references/R696773.jpg,dev_queries/Q29675.jpg,train/T058373.jpg
dev_queries/Q38295.jpg,references/R751325.jpg,train/T043528.jpg
references/R692133.jpg,dev_queries/Q26525.jpg,train/T062209.jpg
dev_queries/Q28468.jpg,references/R134298.jpg,train/T087348.jpg
dev_queries/Q30024.jpg,references/R031016.jpg,train/T021799.jpg
dev_queries/Q35703.jpg,references/R834217.jpg,train/T088675.jpg
dev_queries/Q29927.jpg,references/R644740.jpg,train/T051761.jpg
references/R960565.jpg,dev_queries/Q13679.jpg,train/T059797.jpg
dev_queries/Q47279.jpg,references/R737791.jpg,train/T063945.jpg
references/R456040.jpg,dev_queries/Q06314.jpg,train/T090101.jpg
references/R691237.jpg,dev_queries/Q46204.jpg,train/T086955.jpg
references/R569881.jpg,dev_queries/Q49895.jpg,train/T054389.jpg
references/R192817.jpg,dev_queries/Q39240.jpg,train/T039527.jpg
references/R997457.jpg,dev_queries/Q03998.jpg,train/T074231.jpg
references/R947563.jpg,dev_queries/Q08222.jpg,train/T038430.jpg
dev_queries/Q31480.jpg,references/R619057.jpg,train/T067131.jpg
references/R937918.jpg,dev_queries/Q28777.jpg,train/T022093.jpg
dev_queries/Q43112.jpg,references/R647260.jpg,train/T051054.jpg
dev_queries/Q49155.jpg,references/R564111.jpg,train/T077998.jpg
references/R282087.jpg,dev_queries/Q28314.jpg,train/T055002.jpg
dev_queries/Q36043.jpg,references/R238450.jpg,train/T095842.jpg
references/R475970.jpg,dev_queries/Q38330.jpg,train/T056876.jpg
dev_queries/Q34449.jpg,references/R404557.jpg,train/T028289.jpg
references/R323731.jpg,dev_queries/Q30705.jpg,train/T041134.jpg
dev_queries/Q30705.jpg,references/R323731.jpg,train/T037256.jpg
references/R599419.jpg,dev_queries/Q03914.jpg,train/T049637.jpg
references/R699910.jpg,dev_queries/Q49183.jpg,train/T089779.jpg
dev_queries/Q27842.jpg,references/R171476.jpg,train/T098792.jpg
dev_queries/Q30705.jpg,references/R323731.jpg,train/T078658.jpg
dev_queries/Q43289.jpg,references/R637879.jpg,train/T015078.jpg
dev_queries/Q15161.jpg,references/R724675.jpg,train/T021534.jpg
dev_queries/Q09625.jpg,references/R868701.jpg,train/T013964.jpg
references/R767496.jpg,dev_queries/Q00433.jpg,train/T094193.jpg
references/R297692.jpg,dev_queries/Q20316.jpg,train/T094006.jpg
references/R973552.jpg,dev_queries/Q36739.jpg,train/T013667.jpg
references/R331303.jpg,dev_queries/Q45906.jpg,train/T100004.jpg
dev_queries/Q42275.jpg,references/R412375.jpg,train/T041919.jpg
references/R766579.jpg,dev_queries/Q33793.jpg,train/T048966.jpg
references/R391531.jpg,dev_queries/Q41816.jpg,train/T032680.jpg
dev_queries/Q21238.jpg,references/R580480.jpg,train/T048349.jpg
dev_queries/Q03556.jpg,references/R053726.jpg,train/T075680.jpg
dev_queries/Q17665.jpg,references/R220204.jpg,train/T036741.jpg
dev_queries/Q35559.jpg,references/R374085.jpg,train/T088669.jpg
dev_queries/Q08464.jpg,references/R551223.jpg,train/T060643.jpg
dev_queries/Q40946.jpg,references/R494162.jpg,train/T094734.jpg
references/R195248.jpg,dev_queries/Q27489.jpg,train/T070561.jpg
dev_queries/Q44384.jpg,references/R916367.jpg,train/T037095.jpg
dev_queries/Q47663.jpg,references/R527750.jpg,train/T032273.jpg
references/R246235.jpg,dev_queries/Q43614.jpg,train/T072071.jpg
references/R361679.jpg,dev_queries/Q45215.jpg,train/T015239.jpg
dev_queries/Q40381.jpg,references/R167272.jpg,train/T049868.jpg
dev_queries/Q27509.jpg,references/R745123.jpg,train/T079078.jpg
dev_queries/Q49115.jpg,references/R766087.jpg,train/T031472.jpg
dev_queries/Q34629.jpg,references/R010702.jpg,train/T065085.jpg
dev_queries/Q35177.jpg,references/R421537.jpg,train/T094590.jpg
references/R723655.jpg,dev_queries/Q45199.jpg,train/T047875.jpg
references/R108344.jpg,dev_queries/Q41063.jpg,train/T005322.jpg
dev_queries/Q08252.jpg,references/R099116.jpg,train/T020565.jpg
references/R145801.jpg,dev_queries/Q32773.jpg,train/T092882.jpg
references/R335284.jpg,dev_queries/Q37048.jpg,train/T078169.jpg
references/R801024.jpg,dev_queries/Q29724.jpg,train/T073062.jpg
dev_queries/Q49180.jpg,references/R787517.jpg,train/T075837.jpg
dev_queries/Q47663.jpg,references/R527750.jpg,train/T105541.jpg
references/R703085.jpg,dev_queries/Q44479.jpg,train/T084175.jpg
dev_queries/Q44437.jpg,references/R481909.jpg,train/T060279.jpg
references/R159406.jpg,dev_queries/Q27155.jpg,train/T095578.jpg
dev_queries/Q42819.jpg,references/R214619.jpg,train/T037055.jpg
references/R178260.jpg,dev_queries/Q43860.jpg,train/T068622.jpg
references/R494162.jpg,dev_queries/Q40946.jpg,train/T071547.jpg
references/R119255.jpg,dev_queries/Q35625.jpg,train/T013938.jpg
references/R107095.jpg,dev_queries/Q35986.jpg,train/T075551.jpg
dev_queries/Q26041.jpg,references/R766667.jpg,train/T048009.jpg
dev_queries/Q26149.jpg,references/R745983.jpg,train/T100104.jpg
dev_queries/Q40055.jpg,references/R035917.jpg,train/T102205.jpg
dev_queries/Q26287.jpg,references/R790403.jpg,train/T066540.jpg
dev_queries/Q32773.jpg,references/R145801.jpg,train/T010466.jpg
dev_queries/Q24985.jpg,references/R430471.jpg,train/T080024.jpg
references/R171476.jpg,dev_queries/Q27842.jpg,train/T030996.jpg
references/R427223.jpg,dev_queries/Q30499.jpg,train/T078565.jpg
dev_queries/Q41382.jpg,references/R885880.jpg,train/T021980.jpg
dev_queries/Q26558.jpg,references/R406365.jpg,train/T096862.jpg
dev_queries/Q41118.jpg,references/R210211.jpg,train/T088829.jpg
references/R735654.jpg,dev_queries/Q37240.jpg,train/T068503.jpg
references/R555573.jpg,dev_queries/Q47132.jpg,train/T081107.jpg
dev_queries/Q44387.jpg,references/R435162.jpg,train/T009600.jpg
dev_queries/Q21530.jpg,references/R623826.jpg,train/T079506.jpg
dev_queries/Q40700.jpg,references/R966556.jpg,train/T010113.jpg
dev_queries/Q42275.jpg,references/R412375.jpg,train/T104118.jpg
dev_queries/Q06539.jpg,references/R511478.jpg,train/T039458.jpg
dev_queries/Q26233.jpg,references/R918694.jpg,train/T067035.jpg
dev_queries/Q48878.jpg,references/R676729.jpg,train/T019213.jpg
references/R687901.jpg,dev_queries/Q31385.jpg,train/T052907.jpg
dev_queries/Q42427.jpg,references/R751527.jpg,train/T065014.jpg
references/R558214.jpg,dev_queries/Q45877.jpg,train/T105036.jpg
references/R427741.jpg,dev_queries/Q46004.jpg,train/T060291.jpg
references/R974666.jpg,dev_queries/Q25094.jpg,train/T022408.jpg
references/R782866.jpg,dev_queries/Q31349.jpg,train/T089143.jpg
dev_queries/Q29762.jpg,references/R853578.jpg,train/T027549.jpg
dev_queries/Q08464.jpg,references/R551223.jpg,train/T049439.jpg
references/R475350.jpg,dev_queries/Q25341.jpg,train/T068061.jpg
references/R766087.jpg,dev_queries/Q49115.jpg,train/T093353.jpg
dev_queries/Q18173.jpg,references/R851272.jpg,train/T093167.jpg
references/R808924.jpg,dev_queries/Q10179.jpg,train/T101562.jpg
dev_queries/Q01768.jpg,references/R615382.jpg,train/T065758.jpg
references/R695506.jpg,dev_queries/Q10504.jpg,train/T093077.jpg
dev_queries/Q48634.jpg,references/R834302.jpg,train/T094390.jpg
references/R934375.jpg,dev_queries/Q39609.jpg,train/T071350.jpg
references/R011487.jpg,dev_queries/Q19829.jpg,train/T029907.jpg
references/R474854.jpg,dev_queries/Q32171.jpg,train/T091245.jpg
references/R961948.jpg,dev_queries/Q22447.jpg,train/T101233.jpg
dev_queries/Q34721.jpg,references/R460840.jpg,train/T094767.jpg
dev_queries/Q31182.jpg,references/R517444.jpg,train/T068108.jpg
dev_queries/Q27337.jpg,references/R679519.jpg,train/T025039.jpg
dev_queries/Q26149.jpg,references/R745983.jpg,train/T103038.jpg
dev_queries/Q47967.jpg,references/R945539.jpg,train/T029991.jpg
dev_queries/Q47234.jpg,references/R749130.jpg,train/T090667.jpg
references/R250366.jpg,dev_queries/Q48170.jpg,train/T047070.jpg
dev_queries/Q24982.jpg,references/R626401.jpg,train/T035593.jpg
references/R579192.jpg,dev_queries/Q42592.jpg,train/T054001.jpg
dev_queries/Q49180.jpg,references/R787517.jpg,train/T032728.jpg
references/R444979.jpg,dev_queries/Q28166.jpg,train/T047407.jpg
dev_queries/Q40700.jpg,references/R966556.jpg,train/T070175.jpg
dev_queries/Q31700.jpg,references/R348344.jpg,train/T005485.jpg
dev_queries/Q46118.jpg,references/R021124.jpg,train/T087064.jpg
references/R312560.jpg,dev_queries/Q48823.jpg,train/T022161.jpg
dev_queries/Q11227.jpg,references/R305497.jpg,train/T027514.jpg
references/R229479.jpg,dev_queries/Q35479.jpg,train/T064338.jpg
references/R731630.jpg,dev_queries/Q15767.jpg,train/T080232.jpg
references/R384217.jpg,dev_queries/Q19027.jpg,train/T037351.jpg
dev_queries/Q25750.jpg,references/R427221.jpg,train/T010883.jpg
dev_queries/Q35625.jpg,references/R119255.jpg,train/T007553.jpg
references/R875901.jpg,dev_queries/Q19209.jpg,train/T027313.jpg
references/R465281.jpg,dev_queries/Q39559.jpg,train/T092243.jpg
dev_queries/Q37326.jpg,references/R631541.jpg,train/T101572.jpg
references/R374085.jpg,dev_queries/Q35559.jpg,train/T041279.jpg
references/R089653.jpg,dev_queries/Q29387.jpg,train/T106448.jpg
references/R653902.jpg,dev_queries/Q18667.jpg,train/T051391.jpg
dev_queries/Q48823.jpg,references/R312560.jpg,train/T042488.jpg
dev_queries/Q00211.jpg,references/R093166.jpg,train/T021760.jpg
dev_queries/Q08222.jpg,references/R947563.jpg,train/T090075.jpg
references/R425356.jpg,dev_queries/Q06505.jpg,train/T009974.jpg
dev_queries/Q25942.jpg,references/R418839.jpg,train/T088716.jpg
references/R136936.jpg,dev_queries/Q43113.jpg,train/T051834.jpg
references/R856599.jpg,dev_queries/Q30573.jpg,train/T006630.jpg
dev_queries/Q42932.jpg,references/R148156.jpg,train/T044060.jpg
dev_queries/Q40855.jpg,references/R234613.jpg,train/T047968.jpg
references/R371025.jpg,dev_queries/Q27631.jpg,train/T064519.jpg
references/R967328.jpg,dev_queries/Q14463.jpg,train/T100217.jpg
dev_queries/Q48461.jpg,references/R214708.jpg,train/T064165.jpg
references/R378717.jpg,dev_queries/Q23653.jpg,train/T061133.jpg
references/R636765.jpg,dev_queries/Q45912.jpg,train/T033950.jpg
dev_queries/Q20708.jpg,references/R848442.jpg,train/T039248.jpg
references/R768899.jpg,dev_queries/Q31051.jpg,train/T008440.jpg
dev_queries/Q25373.jpg,references/R442694.jpg,train/T056875.jpg
references/R629739.jpg,dev_queries/Q34971.jpg,train/T014061.jpg
references/R157188.jpg,dev_queries/Q43407.jpg,train/T022027.jpg
dev_queries/Q25516.jpg,references/R514377.jpg,train/T094306.jpg
dev_queries/Q31689.jpg,references/R433512.jpg,train/T074804.jpg
dev_queries/Q04020.jpg,references/R680881.jpg,train/T054105.jpg
references/R849899.jpg,dev_queries/Q44209.jpg,train/T008968.jpg
dev_queries/Q47279.jpg,references/R737791.jpg,train/T015045.jpg
dev_queries/Q07949.jpg,references/R532450.jpg,train/T063158.jpg
dev_queries/Q29387.jpg,references/R089653.jpg,train/T020351.jpg
references/R706857.jpg,dev_queries/Q30317.jpg,train/T003734.jpg
references/R021176.jpg,dev_queries/Q31713.jpg,train/T075120.jpg
references/R170923.jpg,dev_queries/Q00299.jpg,train/T075649.jpg
references/R178040.jpg,dev_queries/Q37530.jpg,train/T089786.jpg
references/R840042.jpg,dev_queries/Q40592.jpg,train/T012858.jpg
references/R577024.jpg,dev_queries/Q48344.jpg,train/T072621.jpg
references/R529367.jpg,dev_queries/Q41871.jpg,train/T005836.jpg
references/R748822.jpg,dev_queries/Q31276.jpg,train/T087735.jpg
dev_queries/Q19167.jpg,references/R410956.jpg,train/T093367.jpg
dev_queries/Q25655.jpg,references/R322460.jpg,train/T025779.jpg
references/R502697.jpg,dev_queries/Q37337.jpg,train/T099399.jpg
references/R369827.jpg,dev_queries/Q07532.jpg,train/T034866.jpg
references/R993200.jpg,dev_queries/Q34793.jpg,train/T059006.jpg
references/R465432.jpg,dev_queries/Q43378.jpg,train/T037016.jpg
references/R156178.jpg,dev_queries/Q31922.jpg,train/T075080.jpg
references/R532450.jpg,dev_queries/Q07949.jpg,train/T094111.jpg
references/R554439.jpg,dev_queries/Q48761.jpg,train/T032127.jpg
dev_queries/Q23539.jpg,references/R297040.jpg,train/T086027.jpg
dev_queries/Q27337.jpg,references/R679519.jpg,train/T082381.jpg
dev_queries/Q37302.jpg,references/R488792.jpg,train/T013391.jpg
dev_queries/Q46801.jpg,references/R265178.jpg,train/T050125.jpg
dev_queries/Q26970.jpg,references/R131146.jpg,train/T062438.jpg
references/R193417.jpg,dev_queries/Q13689.jpg,train/T066203.jpg
references/R237649.jpg,dev_queries/Q15945.jpg,train/T070566.jpg
dev_queries/Q47803.jpg,references/R357504.jpg,train/T048326.jpg
references/R749130.jpg,dev_queries/Q47234.jpg,train/T079689.jpg
dev_queries/Q42454.jpg,references/R848402.jpg,train/T064580.jpg
references/R567569.jpg,dev_queries/Q45468.jpg,train/T076481.jpg
dev_queries/Q48330.jpg,references/R168617.jpg,train/T006941.jpg
dev_queries/Q41072.jpg,references/R176097.jpg,train/T096181.jpg
references/R444715.jpg,dev_queries/Q42219.jpg,train/T007422.jpg
dev_queries/Q43927.jpg,references/R537480.jpg,train/T060872.jpg
references/R639504.jpg,dev_queries/Q44383.jpg,train/T013808.jpg
references/R280626.jpg,dev_queries/Q34904.jpg,train/T013292.jpg
references/R442960.jpg,dev_queries/Q31300.jpg,train/T047440.jpg
dev_queries/Q42576.jpg,references/R625934.jpg,train/T100890.jpg
dev_queries/Q47663.jpg,references/R527750.jpg,train/T022951.jpg
dev_queries/Q26853.jpg,references/R634692.jpg,train/T011708.jpg
references/R229302.jpg,dev_queries/Q25362.jpg,train/T023704.jpg
references/R537480.jpg,dev_queries/Q43927.jpg,train/T063275.jpg
dev_queries/Q46204.jpg,references/R691237.jpg,train/T082137.jpg
references/R597187.jpg,dev_queries/Q31482.jpg,train/T046807.jpg
references/R664120.jpg,dev_queries/Q41332.jpg,train/T080280.jpg
references/R093166.jpg,dev_queries/Q00211.jpg,train/T057252.jpg
dev_queries/Q30093.jpg,references/R738812.jpg,train/T089803.jpg
dev_queries/Q48880.jpg,references/R991575.jpg,train/T086884.jpg
references/R156178.jpg,dev_queries/Q31922.jpg,train/T061697.jpg
dev_queries/Q15518.jpg,references/R670478.jpg,train/T002084.jpg
references/R605406.jpg,dev_queries/Q28367.jpg,train/T073439.jpg
dev_queries/Q42676.jpg,references/R402332.jpg,train/T010671.jpg
references/R884465.jpg,dev_queries/Q26028.jpg,train/T069240.jpg
references/R826463.jpg,dev_queries/Q32458.jpg,train/T061768.jpg
dev_queries/Q29727.jpg,references/R483781.jpg,train/T045275.jpg
references/R282951.jpg,dev_queries/Q42404.jpg,train/T060552.jpg
dev_queries/Q44272.jpg,references/R034250.jpg,train/T104494.jpg
references/R610857.jpg,dev_queries/Q36030.jpg,train/T040924.jpg
references/R073203.jpg,dev_queries/Q42073.jpg,train/T029662.jpg
references/R638511.jpg,dev_queries/Q31110.jpg,train/T065709.jpg
references/R659159.jpg,dev_queries/Q32200.jpg,train/T099591.jpg
references/R200117.jpg,dev_queries/Q47739.jpg,train/T083156.jpg
dev_queries/Q36310.jpg,references/R306838.jpg,train/T055610.jpg
dev_queries/Q25373.jpg,references/R442694.jpg,train/T042327.jpg
references/R139044.jpg,dev_queries/Q37028.jpg,train/T094960.jpg
dev_queries/Q42724.jpg,references/R938167.jpg,train/T079463.jpg
references/R155309.jpg,dev_queries/Q24715.jpg,train/T034880.jpg
dev_queries/Q31922.jpg,references/R156178.jpg,train/T083077.jpg
references/R218643.jpg,dev_queries/Q19556.jpg,train/T068505.jpg
dev_queries/Q28374.jpg,references/R002499.jpg,train/T066131.jpg
references/R576594.jpg,dev_queries/Q30791.jpg,train/T036676.jpg
dev_queries/Q16013.jpg,references/R494310.jpg,train/T081612.jpg
references/R154493.jpg,dev_queries/Q35249.jpg,train/T008386.jpg
references/R199179.jpg,dev_queries/Q45800.jpg,train/T032967.jpg
dev_queries/Q37337.jpg,references/R502697.jpg,train/T066542.jpg
references/R760450.jpg,dev_queries/Q36229.jpg,train/T035049.jpg
references/R795203.jpg,dev_queries/Q31976.jpg,train/T031650.jpg
references/R149061.jpg,dev_queries/Q28465.jpg,train/T048533.jpg
references/R995871.jpg,dev_queries/Q29519.jpg,train/T059506.jpg
references/R522245.jpg,dev_queries/Q40938.jpg,train/T092728.jpg
dev_queries/Q25224.jpg,references/R016654.jpg,train/T099139.jpg
dev_queries/Q49947.jpg,references/R025570.jpg,train/T061727.jpg
references/R211820.jpg,dev_queries/Q11728.jpg,train/T021016.jpg
references/R420637.jpg,dev_queries/Q32984.jpg,train/T032114.jpg
dev_queries/Q45877.jpg,references/R558214.jpg,train/T056762.jpg
dev_queries/Q29137.jpg,references/R517928.jpg,train/T065095.jpg
references/R396246.jpg,dev_queries/Q25811.jpg,train/T033592.jpg
references/R438842.jpg,dev_queries/Q26316.jpg,train/T042524.jpg
references/R537480.jpg,dev_queries/Q43927.jpg,train/T074597.jpg
references/R577024.jpg,dev_queries/Q48344.jpg,train/T054364.jpg
dev_queries/Q43407.jpg,references/R157188.jpg,train/T038713.jpg
references/R088909.jpg,dev_queries/Q47022.jpg,train/T090291.jpg
dev_queries/Q29195.jpg,references/R849571.jpg,train/T052977.jpg
dev_queries/Q43914.jpg,references/R864300.jpg,train/T021261.jpg
dev_queries/Q25184.jpg,references/R817312.jpg,train/T105643.jpg
dev_queries/Q35066.jpg,references/R877518.jpg,train/T079104.jpg
